i,j,time_hr
C021,CD12,0.3529444444444444
C022,CD11,0.3603888888888889
C022,CD12,0.5613888888888889
C023,CD11,0.3212777777777778
C023,CD12,0.4659444444444445
C024,CD11,0.2940277777777778
C024,CD12,0.3603888888888889
C025,CD11,0.5161944444444444
C025,CD12,0.6608611111111111
C026,C001,0.0
C026,C002,0.30924999999999997
C026,C003,0.20255555555555557
C026,C004,0.26625
C026,C005,0.14944444444444444
C026,C006,0.617
C026,C007,0.05936111111111111
C026,C008,0.248
C026,C009,0.2291388888888889
C026,C010,0.3166111111111111
C026,C011,0.3538055555555556
C026,C012,0.26875
C026,C013,0.1524722222222222
C026,C014,0.22833333333333333
C026,C015,0.26430555555555557
C026,C016,0.37083333333333335
C026,C017,0.27055555555555555
C026,C018,0.30863888888888885
C026,C019,0.12716666666666668
C026,C020,0.2609444444444444
C026,C021,0.35833333333333334
C026,C022,0.4528611111111111
C026,C023,0.23719444444444443
C026,C024,0.3485
C026,C025,0.27922222222222226
C027,C001,0.3605833333333333
C027,C002,0.0
C027,C003,0.31025
C027,C004,0.45130555555555557
C027,C005,0.22108333333333333
C027,C006,0.6826388888888889
C027,C007,0.3973611111111111
C027,C008,0.32263888888888886
C027,C009,0.13202777777777777
C027,C010,0.23433333333333334
C027,C011,0.22075
C027,C012,0.107
C027,C013,0.3631388888888889
C027,C014,0.23619444444444443
C027,C015,0.37327777777777776
C027,C016,0.38975
C027,C017,0.32119444444444445
C027,C018,0.25144444444444447
C027,C019,0.3416944444444444
C027,C020,0.20433333333333334
C027,C021,0.2787222222222222
C027,C022,0.47105555555555556
C027,C023,0.26416666666666666
C027,C024,0.5183055555555556
C027,C025,0.2945277777777778
C028,C001,0.15019444444444446
C028,C002,0.24244444444444443
C028,C003,0.0
C028,C004,0.29497222222222225
C028,C005,0.08263888888888889
C028,C006,0.5954444444444444
C028,C007,0.18697222222222223
C028,C008,0.2138611111111111
C028,C009,0.16233333333333333
C028,C010,0.24980555555555553
C028,C011,0.21908333333333335
C028,C012,0.20194444444444445
C028,C013,0.17875
C028,C014,0.16152777777777777
C028,C015,0.24063888888888887
C028,C016,0.3208888888888889
C028,C017,0.22027777777777777
C028,C018,0.24183333333333334
C028,C019,0.18175
C028,C020,0.15980555555555553
C028,C021,0.23694444444444446
C028,C022,0.42344444444444446
C028,C023,0.10094444444444443
C028,C024,0.35841666666666666
C028,C025,0.21241666666666667
C029,C001,0.22702777777777777
C029,C002,0.44333333333333336
C029,C003,0.35880555555555554
C029,C004,0.0
C029,C005,0.30569444444444444
C029,C006,0.4558333333333333
C029,C007,0.20652777777777778
C029,C008,0.39794444444444443
C029,C009,0.3452222222222222
C029,C010,0.33761111111111114
C029,C011,0.4963888888888889
C029,C012,0.39997222222222223
C029,C013,0.22677777777777777
C029,C014,0.29877777777777775
C029,C015,0.1333888888888889
C029,C016,0.2351111111111111
C029,C017,0.4205
C029,C018,0.24758333333333332
C029,C019,0.17061111111111113
C029,C020,0.40325
C029,C021,0.5082777777777777
C029,C022,0.2916944444444444
C029,C023,0.3934444444444445
C029,C024,0.15794444444444444
C029,C025,0.24508333333333332
C030,C001,0.17308333333333334
C030,C002,0.19416666666666665
C030,C003,0.13394444444444445
C030,C004,0.25269444444444444
C030,C005,0.0
C030,C006,0.5464722222222222
C030,C007,0.2098611111111111
C030,C008,0.2748055555555555
C030,C009,0.11405555555555556
C030,C010,0.20152777777777778
C030,C011,0.2778055555555556
C030,C012,0.15366666666666667
C030,C013,0.1616111111111111
C030,C014,0.09575
C030,C015,0.17102777777777778
C030,C016,0.25127777777777777
C030,C017,0.2812222222222222
C030,C018,0.19355555555555554
C030,C019,0.17469444444444443
C030,C020,0.18466666666666665
C030,C021,0.2956666666666667
C030,C022,0.35383333333333333
C030,C023,0.1716111111111111
C030,C024,0.31969444444444445
C030,C025,0.14280555555555557
C031,C001,0.6157777777777779
C031,C002,0.7196666666666667
C031,C003,0.69275
C031,C004,0.4806666666666667
C031,C005,0.6265555555555555
C031,C006,0.0
C031,C007,0.5952777777777778
C031,C008,0.7866944444444445
C031,C009,0.6374722222222222
C031,C010,0.6084999999999999
C031,C011,0.8033611111111111
C031,C012,0.6763055555555555
C031,C013,0.5581388888888889
C031,C014,0.6132777777777778
C031,C015,0.4499444444444444
C031,C016,0.44369444444444445
C031,C017,0.80925
C031,C018,0.5239166666666666
C031,C019,0.5329722222222222
C031,C020,0.7121944444444445
C031,C021,0.8212222222222223
C031,C022,0.34761111111111115
C031,C023,0.7026111111111112
C031,C024,0.4180833333333333
C031,C025,0.5265555555555556
C032,C001,0.06202777777777778
C032,C002,0.34275
C032,C003,0.23605555555555555
C032,C004,0.24322222222222223
C032,C005,0.18294444444444444
C032,C006,0.5939722222222222
C032,C007,0.0
C032,C008,0.27519444444444446
C032,C009,0.26263888888888887
C032,C010,0.3249722222222223
C032,C011,0.38099999999999995
C032,C012,0.30224999999999996
C032,C013,0.11719444444444443
C032,C014,0.2131111111111111
C032,C015,0.24127777777777779
C032,C016,0.34780555555555553
C032,C017,0.29775
C032,C018,0.2972222222222222
C032,C019,0.10413888888888888
C032,C020,0.29444444444444445
C032,C021,0.3855277777777778
C032,C022,0.42983333333333335
C032,C023,0.27069444444444446
C032,C024,0.3254722222222222
C032,C025,0.2564722222222222
C033,C001,0.28344444444444444
C033,C002,0.3438611111111111
C033,C003,0.29005555555555557
C033,C004,0.443
C033,C005,0.2748333333333333
C033,C006,0.7726666666666666
C033,C007,0.31166666666666665
C033,C008,0.0
C033,C009,0.3100555555555556
C033,C010,0.40794444444444444
C033,C011,0.18025
C033,C012,0.27166666666666667
C033,C013,0.32922222222222225
C033,C014,0.32958333333333334
C033,C015,0.3972222222222222
C033,C016,0.47747222222222224
C033,C017,0.05702777777777778
C033,C018,0.39997222222222223
C033,C019,0.30391666666666667
C033,C020,0.20402777777777778
C033,C021,0.1511111111111111
C033,C022,0.5800277777777777
C033,C023,0.23091666666666666
C033,C024,0.52525
C033,C025,0.36900000000000005
C034,C001,0.2666111111111111
C034,C002,0.11163888888888888
C034,C003,0.2162777777777778
C034,C004,0.35216666666666663
C034,C005,0.12711111111111112
C034,C006,0.5835
C034,C007,0.3033888888888889
C034,C008,0.2773888888888889
C034,C009,0.0
C034,C010,0.17663888888888887
C034,C011,0.21561111111111111
C034,C012,0.08058333333333334
C034,C013,0.26916666666666667
C034,C014,0.14222222222222222
C034,C015,0.2741388888888889
C034,C016,0.2906111111111111
C034,C017,0.27594444444444444
C034,C018,0.15230555555555556
C034,C019,0.2611111111111111
C034,C020,0.15908333333333335
C034,C021,0.23347222222222222
C034,C022,0.3719166666666667
C034,C023,0.21891666666666668
C034,C024,0.4191666666666667
C034,C025,0.1953888888888889
C035,C001,0.3408055555555556
C035,C002,0.254
C035,C003,0.29047222222222224
C035,C004,0.33136111111111116
C035,C005,0.20130555555555557
C035,C006,0.5696944444444445
C035,C007,0.35761111111111116
C035,C008,0.43133333333333335
C035,C009,0.17880555555555558
C035,C010,0.0
C035,C011,0.3779722222222222
C035,C012,0.23672222222222222
C035,C013,0.32033333333333336
C035,C014,0.21288888888888888
C035,C015,0.25333333333333335
C035,C016,0.21813888888888888
C035,C017,0.43775000000000003
C035,C018,0.12894444444444444
C035,C019,0.27755555555555556
C035,C020,0.3214444444444445
C035,C021,0.3958333333333333
C035,C022,0.32233333333333336
C035,C023,0.32813888888888887
C035,C024,0.3983611111111111
C035,C025,0.17202777777777775
C036,C001,0.3391944444444444
C036,C002,0.25480555555555556
C036,C003,0.2649722222222222
C036,C004,0.4430277777777778
C036,C005,0.24680555555555556
C036,C006,0.7368055555555556
C036,C007,0.3759722222222222
C036,C008,0.19674999999999998
C036,C009,0.23930555555555555
C036,C010,0.376
C036,C011,0.0
C036,C012,0.20091666666666666
C036,C013,0.35194444444444445
C036,C014,0.3017777777777778
C036,C015,0.36136111111111113
C036,C016,0.4416111111111111
C036,C017,0.19530555555555557
C036,C018,0.35102777777777777
C036,C019,0.36502777777777773
C036,C020,0.15019444444444446
C036,C021,0.10211111111111111
C036,C022,0.5441666666666667
C036,C023,0.19822222222222222
C036,C024,0.5100277777777777
C036,C025,0.3331388888888889
C037,C001,0.30622222222222223
C037,C002,0.09619444444444444
C037,C003,0.22936111111111113
C037,C004,0.3937777777777777
C037,C005,0.16672222222222224
C037,C006,0.6251111111111112
C037,C007,0.34299999999999997
C037,C008,0.23672222222222222
C037,C009,0.08219444444444444
C037,C010,0.21888888888888888
C037,C011,0.17494444444444443
C037,C012,0.0
C037,C013,0.30877777777777776
C037,C014,0.18183333333333335
C037,C015,0.31575000000000003
C037,C016,0.3322222222222222
C037,C017,0.23527777777777778
C037,C018,0.19391666666666668
C037,C019,0.3007222222222222
C037,C020,0.11841666666666667
C037,C021,0.19280555555555556
C037,C022,0.41352777777777777
C037,C023,0.17825000000000002
C037,C024,0.4607777777777778
C037,C025,0.23700000000000002
C038,C001,0.16208333333333333
C038,C002,0.26555555555555554
C038,C003,0.1840277777777778
C038,C004,0.22655555555555557
C038,C005,0.10586111111111111
C038,C006,0.5270277777777778
C038,C007,0.16152777777777777
C038,C008,0.30466666666666664
C038,C009,0.18544444444444444
C038,C010,0.24991666666666668
C038,C011,0.3165277777777778
C038,C012,0.22505555555555556
C038,C013,0.0
C038,C014,0.10597222222222222
C038,C015,0.17433333333333334
C038,C016,0.26125
C038,C017,0.32722222222222225
C038,C018,0.20375
C038,C019,0.1424166666666667
C038,C020,0.22338888888888891
C038,C021,0.3343888888888889
C038,C022,0.3628888888888889
C038,C023,0.21380555555555558
C038,C024,0.29
C038,C025,0.1527777777777778
C039,C001,0.20552777777777778
C039,C002,0.19444444444444445
C039,C003,0.15519444444444447
C039,C004,0.2614444444444445
C039,C005,0.06602777777777777
C039,C006,0.5262222222222223
C039,C007,0.2222222222222222
C039,C008,0.2960555555555555
C039,C009,0.11355555555555556
C039,C010,0.1636388888888889
C039,C011,0.281
C039,C012,0.15394444444444447
C039,C013,0.1803611111111111
C039,C014,0.0
C039,C015,0.1797777777777778
C039,C016,0.23333333333333334
C039,C017,0.30247222222222225
C039,C018,0.10769444444444444
C039,C019,0.14216666666666666
C039,C020,0.20591666666666666
C039,C021,0.29886111111111113
C039,C022,0.3146388888888889
C039,C023,0.1928611111111111
C039,C024,0.3284444444444445
C039,C025,0.09236111111111112
C040,C001,0.2548333333333333
C040,C002,0.35474999999999995
C040,C003,0.28200000000000003
C040,C004,0.13536111111111113
C040,C005,0.22141666666666668
C040,C006,0.44172222222222224
C040,C007,0.23433333333333334
C040,C008,0.42575
C040,C009,0.27172222222222225
C040,C010,0.24902777777777776
C040,C011,0.39458333333333334
C040,C012,0.3113888888888889
C040,C013,0.21305555555555555
C040,C014,0.20252777777777778
C040,C015,0.0
C040,C016,0.14652777777777778
C040,C017,0.4404722222222222
C040,C018,0.159
C040,C019,0.18788888888888888
C040,C020,0.30144444444444446
C040,C021,0.41244444444444445
C040,C022,0.23933333333333334
C040,C023,0.2918611111111111
C040,C024,0.2023611111111111
C040,C025,0.14327777777777775
C041,C001,0.37269444444444444
C041,C002,0.4022222222222222
C041,C003,0.38975
C041,C004,0.24294444444444446
C041,C005,0.3165277777777778
C041,C006,0.41650000000000004
C041,C007,0.3521944444444445
C041,C008,0.5405277777777778
C041,C009,0.32702777777777775
C041,C010,0.24655555555555556
C041,C011,0.49333333333333335
C041,C012,0.36627777777777776
C041,C013,0.33091666666666664
C041,C014,0.31027777777777776
C041,C015,0.15755555555555556
C041,C016,0.0
C041,C017,0.5482222222222222
C041,C018,0.21388888888888888
C041,C019,0.30252777777777773
C041,C020,0.4091944444444444
C041,C021,0.5111944444444444
C041,C022,0.17733333333333332
C041,C023,0.3996111111111111
C041,C024,0.30613888888888885
C041,C025,0.2165277777777778
C042,C001,0.2950833333333333
C042,C002,0.3393055555555556
C042,C003,0.28877777777777774
C042,C004,0.4546388888888889
C042,C005,0.2702777777777778
C042,C006,0.7681111111111111
C042,C007,0.32330555555555557
C042,C008,0.06055555555555556
C042,C009,0.3055
C042,C010,0.4033888888888889
C042,C011,0.17569444444444443
C042,C012,0.26711111111111113
C042,C013,0.34086111111111106
C042,C014,0.32502777777777775
C042,C015,0.39266666666666666
C042,C016,0.47291666666666665
C042,C017,0.0
C042,C018,0.3954166666666667
C042,C019,0.31555555555555553
C042,C020,0.19947222222222222
C042,C021,0.14655555555555555
C042,C022,0.5754722222222222
C042,C023,0.2263611111111111
C042,C024,0.5368888888888889
C042,C025,0.36444444444444446
C043,C001,0.2803888888888889
C043,C002,0.25063888888888886
C043,C003,0.23077777777777778
C043,C004,0.2411388888888889
C043,C005,0.1416111111111111
C043,C006,0.4864722222222222
C043,C007,0.2598888888888889
C043,C008,0.3716388888888889
C043,C009,0.16844444444444442
C043,C010,0.1558888888888889
C043,C011,0.3343333333333333
C043,C012,0.20727777777777778
C043,C013,0.2143611111111111
C043,C014,0.12275
C043,C015,0.15375
C043,C016,0.19358333333333333
C043,C017,0.37805555555555553
C043,C018,0.0
C043,C019,0.17983333333333332
C043,C020,0.2778055555555556
C043,C021,0.3521944444444445
C043,C022,0.2748888888888889
C043,C023,0.26844444444444443
C043,C024,0.30813888888888885
C043,C025,0.043083333333333335
C044,C001,0.13058333333333333
C044,C002,0.3471388888888889
C044,C003,0.2623611111111111
C044,C004,0.16361111111111112
C044,C005,0.20225
C044,C006,0.4984166666666667
C044,C007,0.11008333333333334
C044,C008,0.30150000000000005
C044,C009,0.2487777777777778
C044,C010,0.2869166666666667
C044,C011,0.40700000000000003
C044,C012,0.30377777777777776
C044,C013,0.13033333333333333
C044,C014,0.20063888888888887
C044,C015,0.14572222222222223
C044,C016,0.26105555555555554
C044,C017,0.32405555555555554
C044,C018,0.21861111111111112
C044,C019,0.0
C044,C020,0.31386111111111115
C044,C021,0.41183333333333333
C044,C022,0.3342777777777778
C044,C023,0.297
C044,C024,0.2458611111111111
C044,C025,0.17436111111111113
C045,C001,0.24736111111111111
C045,C002,0.1874722222222222
C045,C003,0.13497222222222222
C045,C004,0.3130277777777778
C045,C005,0.11680555555555555
C045,C006,0.6068055555555556
C045,C007,0.2841388888888889
C045,C008,0.2101111111111111
C045,C009,0.15366666666666667
C045,C010,0.2593888888888889
C045,C011,0.14833333333333334
C045,C012,0.11527777777777778
C045,C013,0.22194444444444444
C045,C014,0.17177777777777778
C045,C015,0.2313611111111111
C045,C016,0.3116111111111111
C045,C017,0.20866666666666667
C045,C018,0.2514166666666667
C045,C019,0.23502777777777778
C045,C020,0.0
C045,C021,0.16619444444444442
C045,C022,0.4141666666666667
C045,C023,0.0818611111111111
C045,C024,0.38002777777777774
C045,C025,0.20313888888888887
C046,C001,0.33016666666666666
C046,C002,0.28152777777777777
C046,C003,0.2564722222222222
C046,C004,0.4345277777777778
C046,C005,0.23830555555555555
C046,C006,0.7283055555555555
C046,C007,0.36136111111111113
C046,C008,0.14163888888888887
C046,C009,0.2477222222222222
C046,C010,0.3808888888888889
C046,C011,0.10716666666666667
C046,C012,0.20933333333333334
C046,C013,0.3434444444444445
C046,C014,0.29327777777777775
C046,C015,0.3528611111111111
C046,C016,0.4331111111111111
C046,C017,0.14019444444444445
C046,C018,0.35944444444444446
C046,C019,0.3536111111111111
C046,C020,0.14169444444444446
C046,C021,0.0
C046,C022,0.5356666666666667
C046,C023,0.18919444444444444
C046,C024,0.5015277777777778
C046,C025,0.3246388888888889
C047,C001,0.4946388888888889
C047,C002,0.4910277777777778
C047,C003,0.4870833333333333
C047,C004,0.3648888888888889
C047,C005,0.39791666666666664
C047,C006,0.31997222222222227
C047,C007,0.4741388888888889
C047,C008,0.6279444444444444
C047,C009,0.4088333333333333
C047,C010,0.38858333333333334
C047,C011,0.5747222222222222
C047,C012,0.44766666666666666
C047,C013,0.44252777777777774
C047,C014,0.39858333333333335
C047,C015,0.2795
C047,C016,0.21052777777777776
C047,C017,0.634361111111111
C047,C018,0.29527777777777775
C047,C019,0.4173611111111111
C047,C020,0.5181944444444444
C047,C021,0.5925833333333334
C047,C022,0.0
C047,C023,0.5215555555555556
C047,C024,0.30436111111111114
C047,C025,0.29791666666666666
C048,C001,0.195
C048,C002,0.23480555555555555
C048,C003,0.14594444444444443
C048,C004,0.3397777777777778
C048,C005,0.12744444444444444
C048,C006,0.635638888888889
C048,C007,0.23177777777777778
C048,C008,0.23297222222222225
C048,C009,0.18344444444444444
C048,C010,0.27091666666666664
C048,C011,0.17283333333333334
C048,C012,0.17600000000000002
C048,C013,0.22355555555555554
C048,C014,0.19255555555555556
C048,C015,0.26019444444444445
C048,C016,0.34044444444444444
C048,C017,0.23316666666666666
C048,C018,0.2629444444444444
C048,C019,0.22655555555555557
C048,C020,0.07055555555555555
C048,C021,0.19069444444444444
C048,C022,0.443
C048,C023,0.0
C048,C024,0.4032222222222222
C048,C025,0.23197222222222222
C049,C001,0.27055555555555555
C049,C002,0.48686111111111113
C049,C003,0.4023333333333334
C049,C004,0.12597222222222224
C049,C005,0.3492222222222222
C049,C006,0.45636111111111116
C049,C007,0.2500555555555556
C049,C008,0.4414722222222222
C049,C009,0.38875
C049,C010,0.38113888888888886
C049,C011,0.5399166666666667
C049,C012,0.44349999999999995
C049,C013,0.2703055555555556
C049,C014,0.34230555555555553
C049,C015,0.17691666666666667
C049,C016,0.2585277777777778
C049,C017,0.46402777777777776
C049,C018,0.2911111111111111
C049,C019,0.21413888888888888
C049,C020,0.44677777777777783
C049,C021,0.5518055555555555
C049,C022,0.3149166666666667
C049,C023,0.4369722222222222
C049,C024,0.0
C049,C025,0.2886111111111111
C050,C001,0.28061111111111114
C050,C002,0.26952777777777776
C050,C003,0.23027777777777778
C050,C004,0.23147222222222222
C050,C005,0.1411111111111111
C050,C006,0.48430555555555554
C050,C007,0.26475
C050,C008,0.37113888888888885
C050,C009,0.18766666666666668
C050,C010,0.18394444444444447
C050,C011,0.35355555555555557
C050,C012,0.2265
C050,C013,0.21922222222222223
C050,C014,0.12225000000000001
C050,C015,0.14408333333333334
C050,C016,0.19141666666666668
C050,C017,0.3775555555555556
C050,C018,0.06808333333333333
C050,C019,0.18366666666666667
C050,C020,0.281
C050,C021,0.3714166666666666
C050,C022,0.2727222222222222
C050,C023,0.26794444444444443
C050,C024,0.29847222222222225
C050,C025,0.0
C026,C027,0.30924999999999997
C026,C028,0.20255555555555557
C026,C029,0.26625
C026,C030,0.14944444444444444
C026,C031,0.617
C026,C032,0.05936111111111111
C026,C033,0.248
C026,C034,0.2291388888888889
C026,C035,0.3166111111111111
C026,C036,0.3538055555555556
C026,C037,0.26875
C026,C038,0.1524722222222222
C026,C039,0.22833333333333333
C026,C040,0.26430555555555557
C026,C041,0.37083333333333335
C026,C042,0.27055555555555555
C026,C043,0.30863888888888885
C026,C044,0.12716666666666668
C026,C045,0.2609444444444444
C026,C046,0.35833333333333334
C026,C047,0.4528611111111111
C026,C048,0.23719444444444443
C026,C049,0.3485
C026,C050,0.27922222222222226
C027,C026,0.3605833333333333
C027,C028,0.31025
C027,C029,0.45130555555555557
C027,C030,0.22108333333333333
C027,C031,0.6826388888888889
C027,C032,0.3973611111111111
C027,C033,0.32263888888888886
C027,C034,0.13202777777777777
C027,C035,0.23433333333333334
C027,C036,0.22075
C027,C037,0.107
C027,C038,0.3631388888888889
C027,C039,0.23619444444444443
C027,C040,0.37327777777777776
C027,C041,0.38975
C027,C042,0.32119444444444445
C027,C043,0.25144444444444447
C027,C044,0.3416944444444444
C027,C045,0.20433333333333334
C027,C046,0.2787222222222222
C027,C047,0.47105555555555556
C027,C048,0.26416666666666666
C027,C049,0.5183055555555556
C027,C050,0.2945277777777778
C028,C026,0.15019444444444446
C028,C027,0.24244444444444443
C028,C029,0.29497222222222225
C028,C030,0.08263888888888889
C028,C031,0.5954444444444444
C028,C032,0.18697222222222223
C028,C033,0.2138611111111111
C028,C034,0.16233333333333333
C028,C035,0.24980555555555553
C028,C036,0.21908333333333335
C028,C037,0.20194444444444445
C028,C038,0.17875
C028,C039,0.16152777777777777
C028,C040,0.24063888888888887
C028,C041,0.3208888888888889
C028,C042,0.22027777777777777
C028,C043,0.24183333333333334
C028,C044,0.18175
C028,C045,0.15980555555555553
C028,C046,0.23694444444444446
C028,C047,0.42344444444444446
C028,C048,0.10094444444444443
C028,C049,0.35841666666666666
C028,C050,0.21241666666666667
C029,C026,0.22702777777777777
C029,C027,0.44333333333333336
C029,C028,0.35880555555555554
C029,C030,0.30569444444444444
C029,C031,0.4558333333333333
C029,C032,0.20652777777777778
C029,C033,0.39794444444444443
C029,C034,0.3452222222222222
C029,C035,0.33761111111111114
C029,C036,0.4963888888888889
C029,C037,0.39997222222222223
C029,C038,0.22677777777777777
C029,C039,0.29877777777777775
C029,C040,0.1333888888888889
C029,C041,0.2351111111111111
C029,C042,0.4205
C029,C043,0.24758333333333332
C029,C044,0.17061111111111113
C029,C045,0.40325
C029,C046,0.5082777777777777
C029,C047,0.2916944444444444
C029,C048,0.3934444444444445
C029,C049,0.15794444444444444
C029,C050,0.24508333333333332
C030,C026,0.17308333333333334
C030,C027,0.19416666666666665
C030,C028,0.13394444444444445
C030,C029,0.25269444444444444
C030,C031,0.5464722222222222
C030,C032,0.2098611111111111
C030,C033,0.2748055555555555
C030,C034,0.11405555555555556
C030,C035,0.20152777777777778
C030,C036,0.2778055555555556
C030,C037,0.15366666666666667
C030,C038,0.1616111111111111
C030,C039,0.09575
C030,C040,0.17102777777777778
C030,C041,0.25127777777777777
C030,C042,0.2812222222222222
C030,C043,0.19355555555555554
C030,C044,0.17469444444444443
C030,C045,0.18466666666666665
C030,C046,0.2956666666666667
C030,C047,0.35383333333333333
C030,C048,0.1716111111111111
C030,C049,0.31969444444444445
C030,C050,0.14280555555555557
C031,C026,0.6157777777777779
C031,C027,0.7196666666666667
C031,C028,0.69275
C031,C029,0.4806666666666667
C031,C030,0.6265555555555555
C031,C032,0.5952777777777778
C031,C033,0.7866944444444445
C031,C034,0.6374722222222222
C031,C035,0.6084999999999999
C031,C036,0.8033611111111111
C031,C037,0.6763055555555555
C031,C038,0.5581388888888889
C031,C039,0.6132777777777778
C031,C040,0.4499444444444444
C031,C041,0.44369444444444445
C031,C042,0.80925
C031,C043,0.5239166666666666
C031,C044,0.5329722222222222
C031,C045,0.7121944444444445
C031,C046,0.8212222222222223
C031,C047,0.34761111111111115
C031,C048,0.7026111111111112
C031,C049,0.4180833333333333
C031,C050,0.5265555555555556
C032,C026,0.06202777777777778
C032,C027,0.34275
C032,C028,0.23605555555555555
C032,C029,0.24322222222222223
C032,C030,0.18294444444444444
C032,C031,0.5939722222222222
C032,C033,0.27519444444444446
C032,C034,0.26263888888888887
C032,C035,0.3249722222222223
C032,C036,0.38099999999999995
C032,C037,0.30224999999999996
C032,C038,0.11719444444444443
C032,C039,0.2131111111111111
C032,C040,0.24127777777777779
C032,C041,0.34780555555555553
C032,C042,0.29775
C032,C043,0.2972222222222222
C032,C044,0.10413888888888888
C032,C045,0.29444444444444445
C032,C046,0.3855277777777778
C032,C047,0.42983333333333335
C032,C048,0.27069444444444446
C032,C049,0.3254722222222222
C032,C050,0.2564722222222222
C033,C026,0.28344444444444444
C033,C027,0.3438611111111111
C033,C028,0.29005555555555557
C033,C029,0.443
C033,C030,0.2748333333333333
C033,C031,0.7726666666666666
C033,C032,0.31166666666666665
C033,C034,0.3100555555555556
C033,C035,0.40794444444444444
C033,C036,0.18025
C033,C037,0.27166666666666667
C033,C038,0.32922222222222225
C033,C039,0.32958333333333334
C033,C040,0.3972222222222222
C033,C041,0.47747222222222224
C033,C042,0.05702777777777778
C033,C043,0.39997222222222223
C033,C044,0.30391666666666667
C033,C045,0.20402777777777778
C033,C046,0.1511111111111111
C033,C047,0.5800277777777777
C033,C048,0.23091666666666666
C033,C049,0.52525
C033,C050,0.36900000000000005
C034,C026,0.2666111111111111
C034,C027,0.11163888888888888
C034,C028,0.2162777777777778
C034,C029,0.35216666666666663
C034,C030,0.12711111111111112
C034,C031,0.5835
C034,C032,0.3033888888888889
C034,C033,0.2773888888888889
C034,C035,0.17663888888888887
C034,C036,0.21561111111111111
C034,C037,0.08058333333333334
C034,C038,0.26916666666666667
C034,C039,0.14222222222222222
C034,C040,0.2741388888888889
C034,C041,0.2906111111111111
C034,C042,0.27594444444444444
C034,C043,0.15230555555555556
C034,C044,0.2611111111111111
C034,C045,0.15908333333333335
C034,C046,0.23347222222222222
C034,C047,0.3719166666666667
C034,C048,0.21891666666666668
C034,C049,0.4191666666666667
C034,C050,0.1953888888888889
C035,C026,0.3408055555555556
C035,C027,0.254
C035,C028,0.29047222222222224
C035,C029,0.33136111111111116
C035,C030,0.20130555555555557
C035,C031,0.5696944444444445
C035,C032,0.35761111111111116
C035,C033,0.43133333333333335
C035,C034,0.17880555555555558
C035,C036,0.3779722222222222
C035,C037,0.23672222222222222
C035,C038,0.32033333333333336
C035,C039,0.21288888888888888
C035,C040,0.25333333333333335
C035,C041,0.21813888888888888
C035,C042,0.43775000000000003
C035,C043,0.12894444444444444
C035,C044,0.27755555555555556
C035,C045,0.3214444444444445
C035,C046,0.3958333333333333
C035,C047,0.32233333333333336
C035,C048,0.32813888888888887
C035,C049,0.3983611111111111
C035,C050,0.17202777777777775
C036,C026,0.3391944444444444
C036,C027,0.25480555555555556
C036,C028,0.2649722222222222
C036,C029,0.4430277777777778
C036,C030,0.24680555555555556
C036,C031,0.7368055555555556
C036,C032,0.3759722222222222
C036,C033,0.19674999999999998
C036,C034,0.23930555555555555
C036,C035,0.376
C036,C037,0.20091666666666666
C036,C038,0.35194444444444445
C036,C039,0.3017777777777778
C036,C040,0.36136111111111113
C036,C041,0.4416111111111111
C036,C042,0.19530555555555557
C036,C043,0.35102777777777777
C036,C044,0.36502777777777773
C036,C045,0.15019444444444446
C036,C046,0.10211111111111111
C036,C047,0.5441666666666667
C036,C048,0.19822222222222222
C036,C049,0.5100277777777777
C036,C050,0.3331388888888889
C037,C026,0.30622222222222223
C037,C027,0.09619444444444444
C037,C028,0.22936111111111113
C037,C029,0.3937777777777777
C037,C030,0.16672222222222224
C037,C031,0.6251111111111112
C037,C032,0.34299999999999997
C037,C033,0.23672222222222222
C037,C034,0.08219444444444444
C037,C035,0.21888888888888888
C037,C036,0.17494444444444443
C037,C038,0.30877777777777776
C037,C039,0.18183333333333335
C037,C040,0.31575000000000003
C037,C041,0.3322222222222222
C037,C042,0.23527777777777778
C037,C043,0.19391666666666668
C037,C044,0.3007222222222222
C037,C045,0.11841666666666667
C037,C046,0.19280555555555556
C037,C047,0.41352777777777777
C037,C048,0.17825000000000002
C037,C049,0.4607777777777778
C037,C050,0.23700000000000002
C038,C026,0.16208333333333333
C038,C027,0.26555555555555554
C038,C028,0.1840277777777778
C038,C029,0.22655555555555557
C038,C030,0.10586111111111111
C038,C031,0.5270277777777778
C038,C032,0.16152777777777777
C038,C033,0.30466666666666664
C038,C034,0.18544444444444444
C038,C035,0.24991666666666668
C038,C036,0.3165277777777778
C038,C037,0.22505555555555556
C038,C039,0.10597222222222222
C038,C040,0.17433333333333334
C038,C041,0.26125
C038,C042,0.32722222222222225
C038,C043,0.20375
C038,C044,0.1424166666666667
C038,C045,0.22338888888888891
C038,C046,0.3343888888888889
C038,C047,0.3628888888888889
C038,C048,0.21380555555555558
C038,C049,0.29
C038,C050,0.1527777777777778
C039,C026,0.20552777777777778
C039,C027,0.19444444444444445
C039,C028,0.15519444444444447
C039,C029,0.2614444444444445
C039,C030,0.06602777777777777
C039,C031,0.5262222222222223
C039,C032,0.2222222222222222
C039,C033,0.2960555555555555
C039,C034,0.11355555555555556
C039,C035,0.1636388888888889
C039,C036,0.281
C039,C037,0.15394444444444447
C039,C038,0.1803611111111111
C039,C040,0.1797777777777778
