i,j,dist_km
C009,CD11,11.665700000000001
C009,CD12,14.869299999999999
C010,CD11,13.5453
C010,CD12,12.82
C011,CD11,1.0358
C011,CD12,24.3337
C012,CD11,18.4912
C012,CD12,11.1287
C013,CD11,7.5694
C013,CD12,28.5319
C014,CD11,16.816
C014,CD12,13.3978
C015,CD11,11.8385
C015,CD12,19.4875
C016,CD11,10.341899999999999
C016,CD12,26.8934
C017,CD11,6.5971
C017,CD12,26.931900000000002
C018,CD11,12.0669
C018,CD12,26.1571
C019,CD11,10.374
C019,CD12,30.5915
C020,CD11,15.9809
C020,CD12,9.9046
C021,CD11,10.3901
C021,CD12,14.8438
C022,CD11,15.1269
C022,CD12,27.6569
C023,CD11,13.771
C023,CD12,21.896
C024,CD11,11.889899999999999
C024,CD12,16.8796
C025,CD11,21.5605
C025,CD12,29.6855
C026,C001,0.0
C026,C002,14.2916
C026,C003,6.0472
C026,C004,9.3122
C026,C005,5.2411
C026,C006,29.803900000000002
C026,C007,1.4148
C026,C008,9.936
C026,C009,9.6649
C026,C010,12.0005
C026,C011,14.695200000000002
C026,C012,11.283299999999999
C026,C013,4.3557
C026,C014,7.6076999999999995
C026,C015,10.613100000000001
C026,C016,15.8064
C026,C017,10.3593
C026,C018,12.891399999999999
C026,C019,4.7823
C026,C020,9.578299999999999
C026,C021,14.2352
C026,C022,21.9988
C026,C023,7.9808
C026,C024,13.3602
C026,C025,10.4922
C027,C001,16.1152
C027,C002,0.0
C027,C003,14.0812
C027,C004,21.3932
C027,C005,11.348700000000001
C027,C006,33.0047
C027,C007,17.5076
C027,C008,15.5997
C027,C009,6.065
C027,C010,7.9168
C027,C011,8.5628
C027,C012,2.7999
C027,C013,16.7148
C027,C014,11.208
C027,C015,16.8541
C027,C016,17.904799999999998
C027,C017,15.063
C027,C018,11.727799999999998
C027,C019,15.321399999999999
C027,C020,7.3568999999999996
C027,C021,11.771600000000001
C027,C022,23.6199
C027,C023,9.0924
C027,C024,27.4242
C027,C025,12.924
C028,C001,5.5475
C028,C002,13.71
C028,C003,0.0
C028,C004,12.793700000000001
C028,C005,4.6596
C028,C006,28.992099999999997
C028,C007,6.9399
C028,C008,9.8531
C028,C009,9.0833
C028,C010,11.418899999999999
C028,C011,10.0716
C028,C012,10.7017
C028,C013,5.99
C028,C014,7.0261000000000005
C028,C015,12.124799999999999
C028,C016,16.5781
C028,C017,9.8337
C028,C018,12.309899999999999
C028,C019,7.9375
C028,C020,5.2719
C028,C021,10.2597
C028,C022,23.437
C028,C023,3.9147
C028,C024,17.919900000000002
C028,C025,9.9107
C029,C001,9.411299999999999
C029,C002,21.002299999999998
C029,C003,13.2916
C029,C004,0.0
C029,C005,12.4855
C029,C006,21.019299999999998
C029,C007,8.624600000000001
C029,C008,16.9808
C029,C009,16.3048
C029,C010,14.8004
C029,C011,23.0401
C029,C012,17.986099999999997
C029,C013,8.4873
C029,C014,12.8297
C029,C015,5.9206
C029,C016,10.8931
C029,C017,17.404
C029,C018,11.2281
C029,C019,5.7391000000000005
C029,C020,17.4242
C029,C021,21.2799
C029,C022,13.2142
C029,C023,15.225100000000001
C029,C024,5.3898
C029,C025,10.1404
C030,C001,5.4491000000000005
C030,C002,9.7085
C030,C003,4.0972
C030,C004,12.3468
C030,C005,0.0
C030,C006,26.7546
C030,C007,6.841600000000001
C030,C008,12.725
C030,C009,5.0818
C030,C010,7.4174
C030,C011,13.130600000000001
C030,C012,6.7002
C030,C013,5.375
C030,C014,2.4383000000000004
C030,C015,7.4508
C030,C016,11.9041
C030,C017,12.7057
C030,C018,8.3083
C030,C019,6.7233
C030,C020,7.514600000000001
C030,C021,13.318700000000002
C030,C022,18.763
C030,C023,7.0421000000000005
C030,C024,18.3778
C030,C025,5.2367
C031,C001,28.8519
C031,C002,31.5111
C031,C003,29.3971
C031,C004,20.1256
C031,C005,27.3525
C031,C006,0.0
C031,C007,28.0652
C031,C008,36.4214
C031,C009,26.7336
C031,C010,24.1298
C031,C011,36.389199999999995
C031,C012,28.4949
C031,C013,24.176
C031,C014,27.6788
C031,C015,21.1253
C031,C016,17.9863
C031,C017,36.8446
C031,C018,21.736900000000002
C031,C019,23.6696
C031,C020,31.6367
C031,C021,36.5773
C031,C022,12.301
C031,C023,30.2411
C031,C024,17.464299999999998
C031,C025,21.4413
C032,C001,2.4265
C032,C002,15.832600000000001
C032,C003,7.5883
C032,C004,9.1437
C032,C005,6.7822
C032,C006,29.6354
C032,C007,0.0
C032,C008,11.2774
C032,C009,11.2059
C032,C010,14.5764
C032,C011,16.0366
C032,C012,12.8243
C032,C013,3.6605
C032,C014,7.6945
C032,C015,10.444700000000001
C032,C016,15.6379
C032,C017,11.700700000000001
C032,C018,11.7435
C032,C019,4.6138
C032,C020,11.119399999999999
C032,C021,15.576600000000001
C032,C022,21.830299999999998
C032,C023,9.521799999999999
C032,C024,13.1917
C032,C025,10.030100000000001
C033,C001,10.8003
C033,C002,16.501099999999997
C033,C003,11.6227
C033,C004,17.4025
C033,C005,14.5015
C033,C006,39.0409
C033,C007,11.9501
C033,C008,0.0
C033,C009,15.7419
C033,C010,18.4769
C033,C011,9.4367
C033,C012,14.038200000000002
C033,C013,12.446
C033,C014,15.756200000000002
C033,C015,19.7372
C033,C016,24.1904
C033,C017,2.144
C033,C018,19.3678
C033,C019,12.8727
C033,C020,11.0212
C033,C021,6.7166999999999994
C033,C022,31.049400000000002
C033,C023,8.9421
C033,C024,21.4505
C033,C025,17.523
C034,C001,11.2761
C034,C002,5.265899999999999
C034,C003,9.2421
C034,C004,16.0885
C034,C005,6.5095
C034,C006,27.7001
C034,C007,12.6685
C034,C008,15.4387
C034,C009,0.0
C034,C010,5.4997
C034,C011,11.4225
C034,C012,3.0498000000000003
C034,C013,11.8756
C034,C014,6.3689
C034,C015,11.5494
C034,C016,12.600200000000001
C034,C017,14.902
C034,C018,6.4232
C034,C019,12.1076
C034,C020,7.1959
C034,C021,11.6106
C034,C022,18.3152
C034,C023,8.9314
C034,C024,22.1195
C034,C025,7.6194
C035,C001,12.4895
C035,C002,8.548399999999999
C035,C003,10.4555
C035,C004,12.9698
C035,C005,7.723
C035,C006,25.0015
C035,C007,13.7333
C035,C008,19.0834
C035,C009,6.1245
C035,C010,0.0
C035,C011,17.112599999999997
C035,C012,8.6489
C035,C013,10.241
C035,C014,6.6672
C035,C015,8.4307
C035,C016,7.0588999999999995
C035,C017,19.064
C035,C018,3.9309000000000003
C035,C019,10.1866
C035,C020,12.8861
C035,C021,17.3007
C035,C022,13.3847
C035,C023,13.4004
C035,C024,19.000799999999998
C035,C025,5.1271
C036,C001,14.151200000000001
C036,C002,8.917399999999999
C036,C003,10.7529
C036,C004,21.7529
C036,C005,10.197700000000001
C036,C006,36.1607
C036,C007,15.5436
C036,C008,9.4975
C036,C009,9.2196
C036,C010,14.100200000000001
C036,C011,0.0
C036,C012,7.515899999999999
C036,C013,14.7812
C036,C014,13.641200000000001
C036,C015,16.857
C036,C016,21.310200000000002
C036,C017,8.960799999999999
C036,C018,14.4487
C036,C019,16.1295
C036,C020,5.7256
C036,C021,3.9840999999999998
C036,C022,28.1692
C036,C023,7.0473
C036,C024,27.783900000000003
C036,C025,14.6428
C037,C001,12.7851
C037,C002,3.1212
C037,C003,7.9046
C037,C004,18.0523
C037,C005,8.018600000000001
C037,C006,29.6638
C037,C007,14.1776
C037,C008,13.5155
C037,C009,3.1578000000000004
C037,C010,8.0384
C037,C011,9.4992
C037,C012,0.0
C037,C013,13.3847
C037,C014,7.8778999999999995
C037,C015,13.513200000000001
C037,C016,14.5639
C037,C017,12.9788
C037,C018,8.386899999999999
C037,C019,13.616700000000002
C037,C020,5.2726999999999995
C037,C021,9.6874
C037,C022,20.2789
C037,C023,7.0081999999999995
C037,C024,24.0832
C037,C025,9.5831
C038,C001,4.5519
C038,C002,13.491100000000001
C038,C003,6.2207
C038,C004,9.9628
C038,C005,4.533600000000001
C038,C006,26.1612
C038,C007,4.4128
C038,C008,11.9906
C038,C009,8.8644
C038,C010,10.7006
C038,C011,14.5144
C038,C012,10.4828
C038,C013,0.0
C038,C014,4.255
C038,C015,6.9705
C038,C016,12.5212
C038,C017,12.4139
C038,C018,8.9175
C038,C019,4.6123
C038,C020,8.8985
C038,C021,14.7025
C038,C022,18.356099999999998
C038,C023,7.5028999999999995
C038,C024,15.089
C038,C025,5.853800000000001
C039,C001,7.5005
C039,C002,9.757700000000002
C039,C003,5.4665
C039,C004,12.5261
C039,C005,2.734
C039,C006,25.159299999999998
C039,C007,9.7872
C039,C008,14.0944
C039,C009,4.4302
C039,C010,6.431
C039,C011,14.6437
C039,C012,6.7494
C039,C013,5.3053
C039,C014,0.0
C039,C015,7.630199999999999
C039,C016,10.0594
C039,C017,14.075
C039,C018,3.3424
C039,C019,6.2405
C039,C020,8.883899999999999
C039,C021,14.8318
C039,C022,15.7744
C039,C023,8.4114
C039,C024,18.5571
C039,C025,3.4289
C040,C001,9.6214
C040,C002,16.1495
C040,C003,9.884799999999998
C040,C004,5.150399999999999
C040,C005,8.892700000000001
C040,C006,20.8908
C040,C007,8.8346
C040,C008,17.1908
C040,C009,12.247399999999999
C040,C010,9.9476
C040,C011,17.7404
C040,C012,13.133299999999998
C040,C013,6.7524
C040,C014,8.1666
C040,C015,0.0
C040,C016,6.0403
C040,C017,18.5593
C040,C018,6.3753
C040,C019,6.2461
C040,C020,12.1245
C040,C021,17.9286
C040,C022,12.6024
C040,C023,10.7289
C040,C024,11.1814
C040,C025,4.8407
C041,C001,15.4963
C041,C002,14.760200000000001
C041,C003,14.857
C041,C004,10.1875
C041,C005,13.465200000000001
C041,C006,19.114099999999997
C041,C007,14.7095
C041,C008,23.5077
C041,C009,12.3363
C041,C010,8.7485
C041,C011,22.501900000000003
C041,C012,14.6075
C041,C013,12.6274
C041,C014,13.1387
C041,C015,6.081300000000001
C041,C016,0.0
C041,C017,23.5315
C041,C018,7.8495
C041,C019,12.727799999999998
C041,C020,17.0966
C041,C021,22.69
C041,C022,7.8372
C041,C023,15.701
C041,C024,14.0196
C041,C025,7.554
C042,C001,10.8775
C042,C002,15.9263
C042,C003,13.1042
C042,C004,17.4797
C042,C005,13.9268
C042,C006,38.4662
C042,C007,12.0272
C042,C008,2.1524
C042,C009,15.1671
C042,C010,17.902099999999997
C042,C011,8.862
C042,C012,13.4634
C042,C013,12.523200000000001
C042,C014,15.1815
C042,C015,19.1624
C042,C016,23.6157
C042,C017,0.0
C042,C018,18.7931
C042,C019,12.9498
C042,C020,10.4465
C042,C021,6.1419
C042,C022,30.4746
C042,C023,8.3674
C042,C024,21.5277
C042,C025,16.9483
C043,C001,10.4505
C043,C002,11.1961
C043,C003,8.0375
C043,C004,10.9365
C043,C005,5.305
C043,C006,23.3513
C043,C007,9.663799999999998
C043,C008,16.6654
C043,C009,6.4186000000000005
C043,C010,4.7173
C043,C011,16.0742
C043,C012,8.1799
C043,C013,6.5616
C043,C014,3.5387
C043,C015,5.8055
C043,C016,8.2514
C043,C017,16.646
C043,C018,0.0
C043,C019,6.117100000000001
C043,C020,11.847700000000001
C043,C021,16.2624
C043,C022,13.9664
C043,C023,10.9824
C043,C024,16.9675
C043,C025,1.1962000000000002
C044,C001,5.0619
C044,C002,17.2645
C044,C003,8.942200000000001
C044,C004,5.3401000000000005
C044,C005,7.4715
C044,C006,25.3005
C044,C007,4.2752
C044,C008,12.6314
C044,C009,11.9554
C044,C010,12.5954
C044,C011,17.4605
C044,C012,14.2484
C044,C013,4.137899999999999
C044,C014,7.1878
C044,C015,6.1097
C044,C016,12.2378
C044,C017,13.0546
C044,C018,7.2891
C044,C019,0.0
C044,C020,11.8445
C044,C021,16.9305
C044,C022,17.4954
C044,C023,10.8758
C044,C024,9.3881
C044,C025,5.3332
C045,C001,10.9925
C045,C002,6.4516
C045,C003,5.4858
C045,C004,16.4859
C045,C005,4.9306
C045,C006,30.8937
C045,C007,12.3849
C045,C008,11.3085
C045,C009,5.6925
C045,C010,10.7265
C045,C011,7.2922
C045,C012,3.9886999999999997
C045,C013,9.514100000000001
C045,C014,8.3741
C045,C015,11.5899
C045,C016,16.043200000000002
C045,C017,10.771799999999999
C045,C018,11.6174
C045,C019,10.8624
C045,C020,0.0
C045,C021,7.480300000000001
C045,C022,22.902099999999997
C045,C023,1.8368
C045,C024,22.5169
C045,C025,9.3758
C046,C001,14.8185
C046,C002,12.7476
C046,C003,12.295
C046,C004,23.295
C046,C005,11.739799999999999
C046,C006,37.7028
C046,C007,14.129700000000001
C046,C008,6.5393
C046,C009,11.9884
C046,C010,17.535700000000002
C046,C011,4.138
C046,C012,10.2847
C046,C013,16.3233
C046,C014,15.1833
C046,C015,18.399099999999997
C046,C016,22.8523
C046,C017,6.0026
C046,C018,17.2175
C046,C019,15.052299999999999
C046,C020,7.2677
C046,C021,0.0
C046,C022,29.711299999999998
C046,C023,7.714600000000001
C046,C024,29.326
C046,C025,16.1849
C047,C001,22.0945
C047,C002,24.4607
C047,C003,23.0347
C047,C004,16.7858
C047,C005,20.3021
C047,C006,12.9135
C047,C007,21.3078
C047,C008,31.6625
C047,C009,19.6832
C047,C010,15.218
C047,C011,29.3388
C047,C012,21.4445
C047,C013,18.4975
C047,C014,17.3526
C047,C015,12.6796
C047,C016,8.885399999999999
C047,C017,31.643099999999997
C047,C018,14.6865
C047,C019,17.9911
C047,C020,25.112299999999998
C047,C021,29.5269
C047,C022,0.0
C047,C023,22.2993
C047,C024,12.9212
C047,C025,14.3909
C048,C001,7.9596
C048,C002,6.915100000000001
C048,C003,6.249
C048,C004,15.2058
C048,C005,7.0716
C048,C006,31.8822
C048,C007,9.352
C048,C008,11.3409
C048,C009,8.9826
C048,C010,11.318200000000001
C048,C011,7.9238
C048,C012,4.8485
C048,C013,8.4021
C048,C014,8.5975
C048,C015,12.5785
C048,C016,17.0317
C048,C017,11.4034
C048,C018,12.209100000000001
C048,C019,10.3496
C048,C020,1.6481
C048,C021,8.1119
C048,C022,23.890700000000002
C048,C023,0.0
C048,C024,20.332
C048,C025,10.3643
C049,C001,13.3762
C049,C002,24.967200000000002
C049,C003,17.2565
C049,C004,5.2454
C049,C005,16.450400000000002
C049,C006,15.706299999999999
C049,C007,12.5894
C049,C008,20.9456
C049,C009,20.269599999999997
C049,C010,18.7653
C049,C011,27.005
C049,C012,21.951
C049,C013,12.4521
C049,C014,16.7945
C049,C015,9.8855
C049,C016,13.1764
C049,C017,21.3689
C049,C018,15.193
C049,C019,9.704
C049,C020,21.3891
C049,C021,25.2447
C049,C022,16.298299999999998
C049,C023,19.19
C049,C024,0.0
C049,C025,14.1052
C050,C001,9.9393
C050,C002,12.1965
C050,C003,7.9053
C050,C004,10.3482
C050,C005,5.1728000000000005
C050,C006,23.0631
C050,C007,11.1402
C050,C008,16.5332
C050,C009,7.0685
C050,C010,5.4562
C050,C011,16.7241
C050,C012,8.829799999999999
C050,C013,8.038
C050,C014,3.4064
C050,C015,5.2172
C050,C016,7.963100000000001
C050,C017,16.5138
C050,C018,1.6195
C050,C019,6.043699999999999
C050,C020,11.322700000000001
C050,C021,16.912200000000002
C050,C022,13.6782
C050,C023,10.850200000000001
C050,C024,16.3792
C050,C025,0.0
C026,C027,14.2916
C026,C028,6.0472
C026,C029,9.3122
C026,C030,5.2411
C026,C031,29.803900000000002
C026,C032,1.4148
C026,C033,9.936
C026,C034,9.6649
C026,C035,12.0005
C026,C036,14.695200000000002
C026,C037,11.283299999999999
C026,C038,4.3557
C026,C039,7.6076999999999995
C026,C040,10.613100000000001
C026,C041,15.8064
C026,C042,10.3593
C026,C043,12.891399999999999
C026,C044,4.7823
C026,C045,9.578299999999999
C026,C046,14.2352
C026,C047,21.9988
C026,C048,7.9808
C026,C049,13.3602
C026,C050,10.4922
C027,C026,16.1152
C027,C028,14.0812
C027,C029,21.3932
C027,C030,11.348700000000001
C027,C031,33.0047
C027,C032,17.5076
C027,C033,15.5997
C027,C034,6.065
C027,C035,7.9168
C027,C036,8.5628
C027,C037,2.7999
C027,C038,16.7148
C027,C039,11.208
C027,C040,16.8541
C027,C041,17.904799999999998
C027,C042,15.063
C027,C043,11.727799999999998
C027,C044,15.321399999999999
C027,C045,7.3568999999999996
C027,C046,11.771600000000001
C027,C047,23.6199
C027,C048,9.0924
C027,C049,27.4242
C027,C050,12.924
C028,C026,5.5475
C028,C027,13.71
C028,C029,12.793700000000001
C028,C030,4.6596
C028,C031,28.992099999999997
C028,C032,6.9399
C028,C033,9.8531
C028,C034,9.0833
C028,C035,11.418899999999999
C028,C036,10.0716
C028,C037,10.7017
C028,C038,5.99
C028,C039,7.0261000000000005
C028,C040,12.124799999999999
C028,C041,16.5781
C028,C042,9.8337
C028,C043,12.309899999999999
C028,C044,7.9375
C028,C045,5.2719
C028,C046,10.2597
C028,C047,23.437
C028,C048,3.9147
C028,C049,17.919900000000002
C028,C050,9.9107
C029,C026,9.411299999999999
C029,C027,21.002299999999998
C029,C028,13.2916
C029,C030,12.4855
C029,C031,21.019299999999998
C029,C032,8.624600000000001
C029,C033,16.9808
C029,C034,16.3048
C029,C035,14.8004
C029,C036,23.0401
C029,C037,17.986099999999997
C029,C038,8.4873
C029,C039,12.8297
C029,C040,5.9206
C029,C041,10.8931
C029,C042,17.404
C029,C043,11.2281
C029,C044,5.7391000000000005
C029,C045,17.4242
C029,C046,21.2799
C029,C047,13.2142
C029,C048,15.225100000000001
C029,C049,5.3898
C029,C050,10.1404
C030,C026,5.4491000000000005
C030,C027,9.7085
C030,C028,4.0972
C030,C029,12.3468
C030,C031,26.7546
C030,C032,6.841600000000001
C030,C033,12.725
C030,C034,5.0818
C030,C035,7.4174
C030,C036,13.130600000000001
C030,C037,6.7002
C030,C038,5.375
C030,C039,2.4383000000000004
C030,C040,7.4508
C030,C041,11.9041
C030,C042,12.7057
C030,C043,8.3083
C030,C044,6.7233
C030,C045,7.514600000000001
C030,C046,13.318700000000002
C030,C047,18.763
C030,C048,7.0421000000000005
C030,C049,18.3778
C030,C050,5.2367
C031,C026,28.8519
C031,C027,31.5111
C031,C028,29.3971
C031,C029,20.1256
C031,C030,27.3525
C031,C032,28.0652
C031,C033,36.4214
C031,C034,26.7336
C031,C035,24.1298
C031,C036,36.389199999999995
C031,C037,28.4949
C031,C038,24.176
C031,C039,27.6788
C031,C040,21.1253
C031,C041,17.9863
C031,C042,36.8446
C031,C043,21.736900000000002
C031,C044,23.6696
C031,C045,31.6367
C031,C046,36.5773
C031,C047,12.301
C031,C048,30.2411
C031,C049,17.464299999999998
C031,C050,21.4413
C032,C026,2.4265
C032,C027,15.832600000000001
C032,C028,7.5883
C032,C029,9.1437
C032,C030,6.7822
C032,C031,29.6354
C032,C033,11.2774
C032,C034,11.2059
C032,C035,14.5764
C032,C036,16.0366
C032,C037,12.8243
C032,C038,3.6605
C032,C039,7.6945
C032,C040,10.444700000000001
C032,C041,15.6379
C032,C042,11.700700000000001
C032,C043,11.7435
C032,C044,4.6138
C032,C045,11.119399999999999
C032,C046,15.576600000000001
C032,C047,21.830299999999998
C032,C048,9.521799999999999
C032,C049,13.1917
C032,C050,10.030100000000001
C033,C026,10.8003
C033,C027,16.501099999999997
C033,C028,11.6227
C033,C029,17.4025
C033,C030,14.5015
C033,C031,39.0409
C033,C032,11.9501
C033,C034,15.7419
C033,C035,18.4769
C033,C036,9.4367
C033,C037,14.038200000000002
C033,C038,12.446
C033,C039,15.756200000000002
C033,C040,19.7372
C033,C041,24.1904
C033,C042,2.144
C033,C043,19.3678
C033,C044,12.8727
C033,C045,11.0212
C033,C046,6.7166999999999994
C033,C047,31.049400000000002
C033,C048,8.9421
C033,C049,21.4505
C033,C050,17.523
C034,C026,11.2761
C034,C027,5.265899999999999
C034,C028,9.2421
C034,C029,16.0885
C034,C030,6.5095
C034,C031,27.7001
C034,C032,12.6685
C034,C033,15.4387
C034,C035,5.4997
C034,C036,11.4225
C034,C037,3.0498000000000003
C034,C038,11.8756
C034,C039,6.3689
C034,C040,11.5494
C034,C041,12.600200000000001
C034,C042,14.902
C034,C043,6.4232
C034,C044,12.1076
C034,C045,7.1959
C034,C046,11.6106
C034,C047,18.3152
C034,C048,8.9314
C034,C049,22.1195
C034,C050,7.6194
C035,C026,12.4895
C035,C027,8.548399999999999
C035,C028,10.4555
C035,C029,12.9698
C035,C030,7.723
C035,C031,25.0015
C035,C032,13.7333
C035,C033,19.0834
C035,C034,6.1245
C035,C036,17.112599999999997
C035,C037,8.6489
C035,C038,10.241
C035,C039,6.6672
C035,C040,8.4307
C035,C041,7.0588999999999995
C035,C042,19.064
C035,C043,3.9309000000000003
C035,C044,10.1866
C035,C045,12.8861
C035,C046,17.3007
C035,C047,13.3847
C035,C048,13.4004
C035,C049,19.000799999999998
C035,C050,5.1271
C036,C026,14.151200000000001
C036,C027,8.917399999999999
C036,C028,10.7529
C036,C029,21.7529
C036,C030,10.197700000000001
C036,C031,36.1607
C036,C032,15.5436
C036,C033,9.4975
C036,C034,9.2196
C036,C035,14.100200000000001
C036,C037,7.515899999999999
C036,C038,14.7812
C036,C039,13.641200000000001
C036,C040,16.857
C036,C041,21.310200000000002
C036,C042,8.960799999999999
C036,C043,14.4487
C036,C044,16.1295
C036,C045,5.7256
C036,C046,3.9840999999999998
C036,C047,28.1692
C036,C048,7.0473
C036,C049,27.783900000000003
C036,C050,14.6428
C037,C026,12.7851
C037,C027,3.1212
C037,C028,7.9046
C037,C029,18.0523
C037,C030,8.018600000000001
C037,C031,29.6638
C037,C032,14.1776
C037,C033,13.5155
C037,C034,3.1578000000000004
C037,C035,8.0384
C037,C036,9.4992
C037,C038,13.3847
C037,C039,7.8778999999999995
C037,C040,13.513200000000001
C037,C041,14.5639
C037,C042,12.9788
C037,C043,8.386899999999999
C037,C044,13.616700000000002
C037,C045,5.2726999999999995
C037,C046,9.6874
C037,C047,20.2789
C037,C048,7.0081999999999995
C037,C049,24.0832
C037,C050,9.5831
C038,C026,4.5519
C038,C027,13.491100000000001
C038,C028,6.2207
C038,C029,9.9628
C038,C030,4.533600000000001
C038,C031,26.1612
C038,C032,4.4128
C038,C033,11.9906
C038,C034,8.8644
C038,C035,10.7006
C038,C036,14.5144
C038,C037,10.4828
C038,C039,4.255
C038,C040,6.9705
C038,C041,12.5212
C038,C042,12.4139
C038,C043,8.9175
C038,C044,4.6123
C038,C045,8.8985
C038,C046,14.7025
C038,C047,18.356099999999998
C038,C048,7.5028999999999995
C038,C049,15.089
C038,C050,5.853800000000001
C039,C026,7.5005
C039,C027,9.757700000000002
C039,C028,5.4665
C039,C029,12.5261
C039,C030,2.734
C039,C031,25.159299999999998
C039,C032,9.7872
C039,C033,14.0944
C039,C034,4.4302
C039,C035,6.431
C039,C036,14.6437
C039,C037,6.7494
C039,C038,5.3053
C039,C040,7.630199999999999
C039,C041,10.0594
C039,C042,14.075
C039,C043,3.3424
C039,C044,6.2405
C039,C045,8.883899999999999
C039,C046,14.8318
C039,C047,15.7744
C039,C048,8.4114
C039,C049,18.5571
C039,C050,3.4289
C040,C026,9.6214
C040,C027,16.1495
C040,C028,9.884799999999998
C040,C029,5.150399999999999
C040,C030,8.892700000000001
C040,C031,20.8908
C040,C032,8.8346
C040,C033,17.1908
C040,C034,12.247399999999999
C040,C035,9.9476
C040,C036,17.7404
C040,C037,13.133299999999998
C040,C038,6.7524
C040,C039,8.1666
C040,C041,6.0403
C040,C042,18.5593
C040,C043,6.3753
C040,C044,6.2461
C040,C045,12.1245
C040,C046,17.9286
C040,C047,12.6024
C040,C048,10.7289
C040,C049,11.1814
C040,C050,4.8407
C041,C026,15.4963
C041,C027,14.760200000000001
C041,C028,14.857
C041,C029,10.1875
C041,C030,13.465200000000001
C041,C031,19.114099999999997
C041,C032,14.7095
C041,C033,23.5077
C041,C034,12.3363
C041,C035,8.7485
C041,C036,22.501900000000003
C041,C037,14.6075
C041,C038,12.6274
C041,C039,13.1387
C041,C040,6.081300000000001
C041,C042,23.5315
C041,C043,7.8495
C041,C044,12.727799999999998
C041,C045,17.0966
C041,C046,22.69
C041,C047,7.8372
C041,C048,15.701
C041,C049,14.0196
C041,C050,7.554
C042,C026,10.8775
C042,C027,15.9263
C042,C028,13.1042
C042,C029,17.4797
C042,C030,13.9268
C042,C031,38.4662
C042,C032,12.0272
C042,C033,2.1524
C042,C034,15.1671
C042,C035,17.902099999999997
C042,C036,8.862
C042,C037,13.4634
C042,C038,12.523200000000001
C042,C039,15.1815
C042,C040,19.1624
C042,C041,23.6157
C042,C043,18.7931
C042,C044,12.9498
C042,C045,10.4465
C042,C046,6.1419
C042,C047,30.4746
C042,C048,8.3674
C042,C049,21.5277
C042,C050,16.9483
C043,C026,10.4505
C043,C027,11.1961
C043,C028,8.0375
C043,C029,10.9365
C043,C030,5.305
C043,C031,23.3513
C043,C032,9.663799999999998
C043,C033,16.6654
C043,C034,6.4186000000000005
C043,C035,4.7173
C043,C036,16.0742
C043,C037,8.1799
C043,C038,6.5616
C043,C039,3.5387
C043,C040,5.8055
C043,C041,8.2514
C043,C042,16.646
C043,C044,6.117100000000001
C043,C045,11.847700000000001
C043,C046,16.2624
C043,C047,13.9664
C043,C048,10.9824
C043,C049,16.9675
C043,C050,1.1962000000000002
C044,C026,5.0619
C044,C027,17.2645
C044,C028,8.942200000000001
C044,C029,5.3401000000000005
C044,C030,7.4715
C044,C031,25.3005
C044,C032,4.2752
C044,C033,12.6314
C044,C034,11.9554
C044,C035,12.5954
C044,C036,17.4605
C044,C037,14.2484
C044,C038,4.137899999999999
C044,C039,7.1878
C044,C040,6.1097
C044,C041,12.2378
C044,C042,13.0546
C044,C043,7.2891
C044,C045,11.8445
C044,C046,16.9305
C044,C047,17.4954
C044,C048,10.8758
C044,C049,9.3881
C044,C050,5.3332
C045,C026,10.9925
C045,C027,6.4516
C045,C028,5.4858
C045,C029,16.4859
C045,C030,4.9306
C045,C031,30.8937
C045,C032,12.3849
C045,C033,11.3085
C045,C034,5.6925
C045,C035,10.7265
C045,C036,7.2922
C045,C037,3.9886999999999997
C045,C038,9.514100000000001
C045,C039,8.3741
C045,C040,11.5899
C045,C041,16.043200000000002
C045,C042,10.771799999999999
C045,C043,11.6174
C045,C044,10.8624
C045,C046,7.480300000000001
C045,C047,22.902099999999997
C045,C048,1.8368
C045,C049,22.5169
C045,C050,9.3758
C046,C026,14.8185
C046,C027,12.7476
C046,C028,12.295
C046,C029,23.295
C046,C030,11.739799999999999
C046,C031,37.7028
C046,C032,14.129700000000001
C046,C033,6.5393
C046,C034,11.9884
C046,C035,17.535700000000002
C046,C036,4.138
C046,C037,10.2847
C046,C038,16.3233
C046,C039,15.1833
C046,C040,18.399099999999997
C046,C041,22.8523
C046,C042,6.0026
C046,C043,17.2175
C046,C044,15.052299999999999
C046,C045,7.2677
C046,C047,29.711299999999998
C046,C048,7.714600000000001
C046,C049,29.326
C046,C050,16.1849
C047,C026,22.0945
C047,C027,24.4607
C047,C028,23.0347
C047,C029,16.7858
C047,C030,20.3021
C047,C031,12.9135
C047,C032,21.3078
C047,C033,31.6625
C047,C034,19.6832
C047,C035,15.218
C047,C036,29.3388
C047,C037,21.4445
C047,C038,18.4975
C047,C039,17.3526
C047,C040,12.6796
C047,C041,8.885399999999999
C047,C042,31.643099999999997
C047,C043,14.6865
C047,C044,17.9911
C047,C045,25.112299999999998
C047,C046,29.5269
C047,C048,22.2993
C047,C049,12.9212
C047,C050,14.3909
C048,C026,7.9596
C048,C027,6.915100000000001
C048,C028,6.249
C048,C029,15.2058
C048,C030,7.0716
C048,C031,31.8822
C048,C032,9.352
C048,C033,11.3409
C048,C034,8.9826
C048,C035,11.318200000000001
C048,C036,7.9238
C048,C037,4.8485
C048,C038,8.4021
C048,C039,8.5975
C048,C040,12.5785
